Depth	Speed	Tip	Friction	Pressure	SBT
11.82	2	0.38244	0.22777	0.05083	
11.84	2.29	0.38296	0.22893	0.05234	
11.86	2	0.38343	0.23116	0.05446	
11.88	2	0.38406	0.2346	0.05429	
11.9	2.29	0.38493	0.23731	0.04414	
11.92	2	0.3855	0.2389	0.04314	
11.94	2	0.38601	0.23905	0.04343	
11.96	2.29	0.38688	0.23907	0.04083	
11.98	2	0.38729	0.23995	0.03668	
12	2.29	0.38728	0.24039	0.03348	
12.02	2	0.38697	0.24036	0.03129	
12.04	2	0.38669	0.23917	0.02946	
12.06	2.29	0.38626	0.23833	0.02975	
12.08	2	0.38608	0.23772	0.02984	
12.1	2	0.38588	0.23822	0.02829	
12.12	2.25	0.38515	0.23754	0.02834	
12.14	2	0.38454	0.23549	0.02877	
12.16	2.29	0.38421	0.23196	0.02871	
12.18	2	0.38385	0.22822	0.03094	
12.2	2.29	0.3835	0.22629	0.03402	
12.22	2	0.38283	0.22486	0.03699	
12.24	2	0.38124	0.22429	0.03968	
12.26	2.29	0.38067	0.22423	0.0422	
12.28	2	0.38076	0.22438	0.04316	
12.3	2.29	0.38096	0.22506	0.04098	
12.32	2	0.37977	0.22517	0.05182	
12.34	2	0.37906	0.22431	0.04869	
12.36	2.29	0.37843	0.22378	0.04941	
12.38	2	0.3783	0.2236	0.05102	
12.4	2.29	0.37859	0.22397	0.05242	
12.42	2	0.37878	0.22494	0.05553	
12.44	2	0.37949	0.22799	0.05747	
12.46	2.29	0.38003	0.23052	0.05737	
12.48	2	0.38008	0.2314	0.04868	
12.5	2	0.37958	0.23006	0.04312	
12.52	2.29	0.37902	0.22863	0.03879	
12.54	2	0.37799	0.22711	0.03705	
12.56	2	0.37737	0.22445	0.03887	
12.58	2.29	0.37673	0.22159	0.04027	
12.6	2	0.37616	0.21977	0.04166	
12.62	2.29	0.37587	0.21844	0.04944	
12.64	2	0.37571	0.21761	0.05131	
12.66	2	0.37646	0.21669	0.05196	
12.68	2.29	0.37634	0.2158	0.0543	
12.7	2	0.37544	0.21486	0.05765	
12.72	2	0.37479	0.21361	0.05789	
12.74	2.29	0.37473	0.21288	0.05756	
12.76	0.02	0.37505	0.21128	0.05905	
12.78	2	0.37524	0.21114	0.06134	
12.8	2.29	0.37513	0.21093	0.06426	
12.82	2	0.37532	0.21182	0.06639	
12.84	2	0.37573	0.21317	0.06802	
12.86	2.29	0.37558	0.21466	0.05013	
12.88	2	0.37577	0.21616	0.05461	
12.9	2	0.37687	0.21662	0.05878	
12.92	2.29	0.37752	0.21693	0.06048	
12.94	2	0.37792	0.21744	0.06135	
12.96	2.29	0.37809	0.21772	0.0631	
12.98	2	0.37824	0.21747	0.06617	
13	2	0.37816	0.21682	0.07025	
13.02	2.29	0.37817	0.21672	0.07307	
13.04	2	0.37831	0.21743	0.07486	
13.06	2	0.37872	0.21747	0.0777	
13.08	2.29	0.3784	0.21701	0.08398	
13.1	2	0.37883	0.21696	0.08744	
13.12	2	0.37945	0.21711	0.0899	
13.14	2.29	0.3799	0.21728	0.09373	
13.16	2	0.38053	0.21816	0.09736	
13.18	2.29	0.38105	0.2182	0.10092	
13.2	2	0.38163	0.21921	0.10426	
13.22	2.29	0.38224	0.22003	0.1073	
13.24	2	0.3828	0.22037	0.11129	
13.26	2.29	0.38308	0.22075	0.116	
13.28	2	0.38345	0.22143	0.11903	
13.3	2.29	0.38386	0.22142	0.12211	
13.32	2	0.38419	0.22171	0.12526	
13.34	2	0.38455	0.22186	0.12831	
13.36	2.29	0.38464	0.22223	0.1293	
13.38	2	0.38476	0.22277	0.13311	
13.4	2.29	0.38535	0.22394	0.13548	
13.42	2	0.38618	0.2261	0.13949	
13.44	2	0.38654	0.22928	0.14228	
13.46	2.29	0.38687	0.23158	0.1437	
13.48	2	0.38802	0.23391	0.14102	
13.5	2	0.38943	0.23705	0.13834	
13.52	2.29	0.39128	0.23994	0.1362	
13.54	1.97	0.39271	0.24175	0.13741	
13.56	2.29	0.39447	0.24465	0.14013	
13.58	2	0.39723	0.24884	0.13478	
13.6	2.29	0.3991	0.25137	0.12253	
13.62	2	0.40048	0.25489	0.112	
13.64	1.97	0.40162	0.257	0.09594	
13.66	2.29	0.40217	0.25874	0.08851	
13.68	2	0.40277	0.25963	0.10477	
13.7	2.29	0.40485	0.2612	0.09144	
13.72	2	0.40561	0.26181	0.0868	
13.74	0.19	0.40592	0.26286	0.08191	
13.76	2.29	0.40493	0.2637	0.07875	
13.78	2	0.40495	0.26291	0.0746	
13.8	2	0.40495	0.26291	0.07417	
13.82	2.29	0.40581	0.26202	0.07255	
13.84	2	0.40472	0.26091	0.13016	
13.86	2	0.40359	0.26306	0.10106	
13.88	2.29	0.40292	0.26374	0.08716	
13.9	2	0.4025	0.26332	0.0787	
13.92	2.29	0.40125	0.26329	0.07442	
13.94	2	0.40042	0.26164	0.07105	
13.96	2	0.40066	0.26024	0.07283	
13.98	2.29	0.40121	0.26158	0.07282	
14	2	0.40287	0.26272	0.07388	
14.02	2	0.40434	0.26343	0.0763	
14.04	2.29	0.40583	0.26484	0.07982	
14.06	2	0.40698	0.26727	0.07284	
14.08	2	0.40832	0.27046	0.07014	
14.1	2.29	0.40864	0.27242	0.06495	
14.12	2	0.40878	0.27374	0.06082	
14.14	2.29	0.4092	0.27592	0.05655	
14.16	2	0.40983	0.27763	0.05227	
14.18	2.29	0.40926	0.27835	0.04853	
14.2	2	0.4085	0.27716	0.04601	
14.22	2.29	0.40927	0.27512	0.0437	
14.24	2	0.40968	0.27245	0.04334	
14.26	2	0.40962	0.26776	0.04685	
14.28	2.29	0.40886	0.26433	0.05173	
14.3	2	0.40857	0.2653	0.05337	
14.32	2.29	0.40778	0.26668	0.05588	
14.34	2	0.40727	0.26739	0.06335	
14.36	2.29	0.40825	0.26743	0.06429	
14.38	2	0.409	0.26996	0.06161	
14.4	2.29	0.40873	0.27261	0.06405	
14.42	2	0.40844	0.27401	0.06493	
14.44	2	0.40841	0.27289	0.06571	
14.46	2	0.40851	0.27215	0.06467	
14.48	2.29	0.4087	0.27074	0.06728	
14.5	2	0.40869	0.2673	0.06718	
14.52	2.29	0.40445	0.2638	0.0691	
14.54	2	0.40163	0.26083	0.07241	
14.56	2	0.40068	0.25974	0.07151	
14.58	2.29	0.39942	0.2592	0.07218	
14.6	2	0.39864	0.2592	0.07499	
14.62	2.29	0.39854	0.25928	0.07544	
14.64	2	0.39792	0.25911	0.07533	
14.66	2	0.3979	0.25921	0.07598	
14.68	2.29	0.39831	0.25908	0.0761	
14.7	2	0.3984	0.25857	0.07671	
14.72	0.19	0.39876	0.25748	0.07897	
14.74	2	0.39922	0.25694	0.08366	
14.76	2.29	0.39948	0.25755	0.08371	
14.78	2	0.40013	0.25904	0.0841	
14.8	2	0.40123	0.26065	0.08492	
14.82	2.29	0.40085	0.26169	0.08407	
14.84	2	0.40124	0.26321	0.08917	
14.86	2	0.40135	0.26439	0.08788	
14.88	2.29	0.4008	0.26584	0.08392	
14.9	2	0.40075	0.26628	0.08417	
14.92	2.29	0.40091	0.26591	0.08225	
14.94	2	0.40104	0.26651	0.0808	
14.96	2	0.40084	0.26814	0.07705	
14.98	2.29	0.40105	0.2681	0.07671	
15	2	0.40158	0.26778	0.07759	
15.02	2	0.40194	0.26742	0.079	
15.04	2.29	0.40252	0.26688	0.075	
15.06	2	0.40222	0.26709	0.07333	
15.08	2	0.402	0.26492	0.07338	
15.1	2.29	0.40143	0.26455	0.07016	
15.12	2	0.40132	0.26454	0.07103	
15.14	2.29	0.40135	0.26399	0.06771	
15.16	2.21	0.40143	0.26352	0.06686	
15.18	2	0.40096	0.26224	0.06686	
15.2	2	0.40062	0.2609	0.06677	
15.22	2.29	0.4	0.26114	0.06892	
15.24	2	0.39943	0.26126	0.06885	
15.26	2.29	0.3991	0.26152	0.07188	
15.28	2	0.39912	0.26082	0.07366	
15.3	2.29	0.39951	0.26126	0.07375	
15.32	2	0.39968	0.26138	0.07403	
15.34	2	0.39996	0.25924	0.07501	
15.36	2.29	0.40014	0.25733	0.07744	
15.38	2	0.40096	0.25671	0.07987	
15.4	2	0.40196	0.25714	0.0812	
15.42	2.29	0.40173	0.25839	0.08111	
15.44	2	0.40251	0.26084	0.08207	
15.46	2	0.40277	0.26076	0.07468	
15.48	2.29	0.40196	0.26053	0.06834	
15.5	2	0.40117	0.25744	0.06348	
15.52	2.29	0.40055	0.25512	0.06139	
15.54	2	0.39979	0.25323	0.06246	
15.56	2.29	0.40054	0.25271	0.06729	
15.58	2	0.4012	0.2536	0.06785	
15.6	2	0.40212	0.25553	0.0675	
15.62	2.29	0.40302	0.25712	0.06647	
15.64	2	0.404	0.25933	0.06303	
15.66	2	0.40434	0.26031	0.05921	
15.68	0.19	0.40424	0.26114	0.06088	
15.7	2.29	0.40446	0.26185	0.05906	
15.72	2	0.40407	0.26179	0.05565	
15.74	2.25	0.40365	0.26154	0.05363	
15.76	2	0.40339	0.26043	0.05117	
15.78	2	0.4025	0.26004	0.06238	
15.8	2.29	0.40166	0.25989	0.0498	
15.82	2	0.40063	0.25879	0.05069	
15.84	2	0.40016	0.25626	0.06153	
15.86	2.29	0.39981	0.25607	0.05621	
15.88	2	0.3999	0.25758	0.05708	
15.9	2.29	0.4006	0.25787	0.0602	
15.92	2	0.40304	0.25723	0.06446	
15.94	2	0.4056	0.2589	0.06688	
15.96	2.29	0.40702	0.26312	0.0681	
15.98	2	0.40773	0.26684	0.07134	
16	2	0.40878	0.26935	0.07614	
16.02	2.29	0.4116	0.27027	0.081	
16.04	2	0.41412	0.27294	0.08372	
16.06	2	0.41517	0.27743	0.08704	
16.08	2.29	0.41442	0.28043	0.08462	
16.1	2	0.41279	0.28432	0.08417	
16.12	2.29	0.41285	0.28568	0.08028	
16.14	2	0.41327	0.28619	0.07518	
16.16	2.29	0.41349	0.2853	0.07283	
16.18	2	0.41244	0.28437	0.06678	
16.2	2.29	0.40993	0.28274	0.05986	
16.22	2	0.4081	0.28041	0.05584	
16.24	2	0.40619	0.27503	0.05005	
16.26	2.29	0.40372	0.27091	0.04667	
16.28	2	0.40145	0.26714	0.04321	
16.3	2.29	0.40034	0.26341	0.04289	
16.32	2	0.39906	0.25998	0.04761	
16.34	2.29	0.39872	0.25747	0.05084	
16.36	2	0.3988	0.25622	0.0525	
16.38	2	0.39909	0.25858	0.05464	
16.4	2	0.3997	0.26286	0.05602	
16.42	2.29	0.40024	0.26401	0.05816	
16.44	2	0.40142	0.2632	0.06031	
16.46	2	0.40333	0.26323	0.06115	
16.48	2.29	0.40516	0.26527	0.06255	
16.5	2	0.40901	0.26841	0.06311	
16.52	2.29	0.40881	0.27027	0.06376	
16.54	2	0.40679	0.27343	0.05826	
16.56	2.29	0.4052	0.2743	0.04809	
16.58	2	0.40476	0.27404	0.04107	
16.6	2	0.40316	0.27145	0.0384	
16.62	2.29	0.40318	0.26715	0.03702	
16.64	2	0.40175	0.26308	0.03632	
16.66	0.17	0.40064	0.26143	0.03668	
16.68	2	0.39975	0.25936	0.03859	
16.7	2.29	0.39916	0.25794	0.04148	
16.72	2	0.39945	0.2569	0.04331	
16.74	2	0.39956	0.25713	0.0445	
16.76	2.29	0.39918	0.25834	0.05378	
16.78	2	0.39863	0.25983	0.04714	
16.8	2	0.39938	0.26097	0.04991	
16.82	2.29	0.40013	0.25992	0.05131	
16.84	2	0.40067	0.26146	0.05281	
16.86	2.29	0.40112	0.26492	0.05456	
16.88	2	0.40153	0.26411	0.05517	
16.9	1.97	0.40209	0.26687	0.05689	
16.92	2.29	0.4042	0.27567	0.05749	
16.94	2	0.41324	0.29445	0.05878	
16.96	2	0.43448	0.31262	0.06381	
16.98	2.29	0.43386	0.32191	0.06279	
17	2	0.42645	0.32518	-0.09282	
17.02	2	0.42007	0.32697	-0.09994	
17.04	2.29	0.41407	0.31513	-0.10207	
17.06	2	0.4092	0.29626	-0.10223	
17.08	2.29	0.40604	0.28027	-0.10159	
17.1	2	0.4038	0.27115	-0.1009	
17.12	2.29	0.40343	0.26645	-0.10028	
17.14	2	0.40191	0.26239	-0.09994	
17.16	2.29	0.40003	0.25884	-0.09921	
17.18	2	0.39864	0.25451	-0.09871	
17.2	2	0.39815	0.25038	-0.09807	
17.22	2.29	0.39826	0.24786	-0.0974	
17.24	2	0.40135	0.24912	-0.09665	
17.26	2.29	0.40648	0.25402	-0.09599	
17.28	2	0.41096	0.26149	-0.09504	
17.3	2.29	0.40994	0.26937	-0.09405	
17.32	2	0.40944	0.27579	-0.09391	
17.34	2	0.40765	0.28243	-0.0943	
17.36	2.29	0.40658	0.2812	-0.09417	
17.38	2	0.40631	0.27598	-0.09393	
17.4	2	0.40569	0.27476	-0.09376	
17.42	2.29	0.40574	0.27448	-0.09361	
17.44	2	0.40569	0.27383	-0.0933	
17.46	2.29	0.40542	0.27443	-0.09313	
17.48	2	0.40562	0.27463	-0.0927	
17.5	2	0.4061	0.27392	-0.09242	
17.52	2.29	0.40672	0.2732	-0.09218	
17.54	2	0.40936	0.27149	-0.09179	
17.56	2.29	0.41095	0.27004	-0.09136	
17.58	2	0.4075	0.26816	-0.09052	
17.6	2	0.40447	0.26811	-0.09029	
17.62	2.29	0.40357	0.26834	-0.08986	
17.64	0.18	0.40358	0.2683	-0.08963	
17.66	2.29	0.40346	0.2683	-0.08926	
17.68	2	0.40369	0.2708	-0.08876	
17.7	2.29	0.4039	0.27437	-0.08849	
17.72	2	0.40512	0.27611	-0.08853	
17.74	2	0.40545	0.27715	-0.08611	
17.76	2.29	0.40585	0.2781	-0.08634	
17.78	2	0.40711	0.27829	-0.0862	
17.8	2	0.40803	0.27758	-0.08599	
17.82	2.29	0.40868	0.27684	-0.08567	
17.84	2	0.4092	0.27693	-0.08557	
17.86	2.29	0.40969	0.27697	-0.0853	
17.88	2	0.41065	0.27656	-0.08502	
17.9	2	0.41104	0.2756	-0.08468	
17.92	2.29	0.4115	0.27596	-0.08437	
17.94	2	0.41275	0.27755	-0.08383	
17.96	2	0.41432	0.28067	-0.08353	
17.98	2.29	0.41529	0.28178	-0.0831	
18	2	0.41592	0.2832	-0.08268	
18.02	2	0.41603	0.28311	-0.08244	
18.04	2.29	0.41501	0.2827	-0.08226	
18.06	2	0.41336	0.28069	-0.08195	
18.08	2.21	0.41323	0.27785	-0.08192	
18.1	2.29	0.41196	0.27541	-0.08151	
18.12	0.8	0.41148	0.2726	-0.08137	
18.14	2	0.41045	0.2698	-0.08104	
18.16	2.29	0.40918	0.2676	-0.08101	
18.18	2	0.40772	0.26419	-0.08065	
18.2	2.29	0.40716	0.26108	-0.08053	
18.22	1.94	0.40656	0.25762	-0.07937	
18.24	2.29	0.40593	0.2552	-0.0793	
18.26	2	0.40552	0.25411	-0.0789	
18.28	2	0.40577	0.25527	-0.07857	
18.3	2.29	0.40589	0.25801	-0.07839	
18.32	2	0.40644	0.26107	-0.07791	
18.34	2.29	0.40683	0.26291	-0.07767	
18.36	2	0.40792	0.26604	-0.07731	
18.38	2	0.40883	0.26852	-0.07714	
18.4	2.29	0.40943	0.26955	-0.07681	
18.42	2	0.41021	0.27083	-0.0766	
18.44	2	0.41049	0.27287	-0.07645	
18.46	2.29	0.41082	0.27451	-0.07621	
18.48	2	0.41147	0.27605	-0.07596	
18.5	2	0.41291	0.27748	-0.07563	
18.52	2	0.41474	0.28155	-0.07551	
18.54	2.29	0.4163	0.28602	-0.07505	
18.56	2	0.41832	0.28993	-0.07489	
18.58	2.29	0.42269	0.29297	-0.07457	
18.6	2	0.42761	0.29699	-0.07423	
18.62	2	0.42958	0.29892	-0.07372	
18.64	2.29	0.4277	0.30085	-0.07307	
18.66	2	0.42556	0.30299	-0.07303	
18.68	2	0.42424	0.30355	-0.07309	
18.7	2.29	0.4228	0.30223	-0.0725	
18.72	0.12	0.42301	0.30369	-0.07192	
18.74	2	0.42388	0.30506	-0.07175	
18.76	2	0.42452	0.30252	-0.0716	
18.78	2.29	0.42504	0.30232	-0.07149	
18.8	2	0.42535	0.30351	-0.07135	
18.82	2	0.42426	0.30266	-0.06881	
18.84	2.29	0.42292	0.30291	-0.06923	
18.86	2	0.42425	0.29932	-0.06857	
18.88	2	0.42521	0.29624	-0.06833	
18.9	2.29	0.42697	0.29611	-0.06796	
18.92	2	0.42771	0.29648	-0.06766	
18.94	2.29	0.4265	0.2985	-0.06697	
18.96	2	0.42597	0.29918	-0.06619	
18.98	2	0.42506	0.29885	-0.06582	
19	2.29	0.42409	0.29833	-0.06583	
19.02	2	0.4232	0.29762	-0.06578	
19.04	2	0.4229	0.29766	-0.06551	
19.06	2.29	0.42332	0.29779	-0.06555	
19.08	2	0.42289	0.29552	-0.06544	
19.1	2	0.42237	0.2936	-0.06512	
19.12	2.25	0.42193	0.29344	-0.06503	
19.14	2.29	0.42187	0.29355	-0.0649	
19.16	2	0.42133	0.29467	-0.06449	
19.18	2	0.42266	0.29609	-0.06426	
19.2	2.29	0.42375	0.2973	-0.06383	
19.22	2	0.42419	0.29917	-0.06399	
19.24	2.29	0.42402	0.29875	-0.06391	
19.26	2	0.42273	0.29819	-0.06369	
19.28	2	0.42107	0.2973	-0.06325	
19.3	2.29	0.42008	0.2969	-0.06312	
19.32	2	0.41842	0.29473	-0.06318	
19.34	2.29	0.41741	0.29109	-0.06269	
19.36	2	0.41702	0.28665	-0.06279	
19.38	2.29	0.41617	0.28393	-0.06276	
19.4	2	0.415	0.28116	-0.0625	
19.42	2	0.41439	0.2761	-0.06179	
19.44	2.29	0.41487	0.2745	-0.06143	
19.46	2	0.41544	0.27621	-0.06103	
19.48	2	0.41604	0.27949	-0.06066	
19.5	2.29	0.41685	0.28146	-0.06021	
19.52	2	0.41787	0.28366	-0.05979	
19.54	2.29	0.41866	0.28588	-0.05965	
19.56	2	0.41936	0.28843	-0.05915	
19.58	2	0.41918	0.28673	-0.05893	
19.6	2.29	0.41883	0.28396	-0.05866	
19.62	2	0.41864	0.28027	-0.05831	
19.64	2.29	0.41838	0.27637	-0.05817	
19.66	2	0.41733	0.27297	-0.0577	
19.68	2	0.416	0.27201	-0.05693	
19.7	0.18	0.41577	0.27332	-0.05651	
19.72	2	0.41664	0.27442	-0.05613	
19.74	2	0.41699	0.275	-0.05571	
19.76	2.29	0.41746	0.27686	-0.05516	
19.78	2	0.41806	0.27848	-0.05493	
19.8	2	0.41836	0.28125	-0.05193	
19.82	2.29	0.41847	0.28034	-0.05128	
19.84	2	0.41899	0.27675	-0.05059	
19.86	2	0.42	0.27678	-0.05042	
19.88	2.29	0.42016	0.27894	-0.05002	
19.9	2	0.42019	0.28015	-0.04995	
19.92	2.29	0.41997	0.2812	-0.04895	
19.94	2	0.42155	0.28193	-0.04816	
19.96	2	0.42229	0.28268	-0.04767	
19.98	2.29	0.42233	0.28604	-0.04752	
20	2	0.4219	0.28593	-0.04707	
20.02	2	0.4211	0.28655	-0.04658	
20.04	2.29	0.42049	0.285	-0.04572	
20.06	2	0.42079	0.28091	-0.04537	
20.08	2	0.42091	0.27758	-0.04476	
20.1	2.29	0.42041	0.27495	-0.04379	
20.12	2	0.4202	0.27188	-0.04342	
20.14	2.29	0.41904	0.27037	-0.04276	
20.16	2	0.41838	0.26952	-0.04207	
20.18	2.29	0.41846	0.26882	-0.04179	
20.2	2	0.41786	0.26869	-0.04126	
20.22	2.29	0.41683	0.2676	-0.04056	
20.24	2	0.4158	0.26666	-0.04003	
20.26	2	0.41519	0.2656	-0.0398	
20.28	2.29	0.41465	0.26511	-0.03935	
20.3	1.97	0.41478	0.26594	-0.03909	
20.32	2.29	0.41524	0.26644	-0.03865	
20.34	2	0.41533	0.2686	-0.03765	
20.36	2.29	0.41543	0.27097	-0.0371	
20.38	2	0.41636	0.27328	-0.03668	
20.4	2	0.41715	0.27608	-0.03676	
20.42	2	0.41803	0.278	-0.03628	
20.44	2.29	0.41924	0.2794	-0.03639	
20.46	2	0.41893	0.28056	-0.03564	
20.48	2.29	0.41966	0.28055	-0.03541	
20.5	2	0.42017	0.28268	-0.03484	
20.52	2	0.41986	0.28435	-0.03442	
20.54	2.29	0.41863	0.28557	-0.02937	
20.56	2	0.41806	0.28643	-0.0291	
20.58	2.29	0.41709	0.28805	-0.02953	
20.6	2	0.41451	0.28824	-0.02947	
20.62	2	0.41412	0.28528	-0.02968	
20.64	2.29	0.41241	0.28428	-0.02968	
20.66	2	0.41156	0.28027	-0.02918	
20.68	0.18	0.41053	0.27337	-0.02847	
20.7	2	0.40988	0.27012	-0.02829	
20.72	2.29	0.40899	0.26696	-0.02847	
20.74	2	0.40809	0.26292	-0.02794	
20.76	2	0.40719	0.26182	-0.0269	
20.78	2.29	0.40549	0.26295	-0.02236	
20.8	2	0.406	0.26354	-0.02051	
20.82	2	0.40667	0.26222	-0.01932	
20.84	2.29	0.40698	0.26214	-0.01814	
20.86	2	0.40717	0.26346	-0.01749	
20.88	2.29	0.40685	0.26391	-0.0167	
20.9	2	0.40588	0.26251	-0.01586	
20.92	2	0.40496	0.26062	-0.01499	
20.94	2.29	0.40467	0.25909	-0.01415	
20.96	2	0.40422	0.25723	-0.01327	
20.98	2	0.40371	0.25537	-0.0124	
21	2	0.40345	0.25379	-0.01154	
21.02	2.29	0.40303	0.25293	-0.0106	
21.04	2	0.40263	0.2516	-0.00939	
21.06	2.29	0.40276	0.25086	-0.00835	
21.08	2	0.40309	0.25174	-0.00682	
21.1	2.29	0.40269	0.25202	-0.00545	
21.12	2	0.40166	0.25114	-0.00457	
21.14	2.29	0.4007	0.24981	-0.00371	
21.16	2	0.40003	0.24956	-0.00319	
21.18	2	0.39886	0.24892	-0.00241	
21.2	2.29	0.39763	0.2481	-0.00145	
21.22	2	0.39681	0.24629	-0.0006	
21.24	2	0.39648	0.24566	0.00002	
21.26	2.17	0.39623	0.24506	0.00082	
21.28	2.29	0.39618	0.24446	0.00163	
21.3	2	0.39595	0.24351	0.00257	
21.32	2.29	0.39567	0.2432	0.00363	
21.34	2	0.39506	0.24301	0.00449	
21.36	2	0.39433	0.24267	0.00547	
21.38	2	0.3935	0.2411	0.00676	
21.4	2.29	0.39281	0.23931	0.00769	
21.42	2	0.39252	0.23909	0.00859	
21.44	2	0.39257	0.24005	0.00992	
21.46	2.25	0.39395	0.23928	0.01142	
21.48	2	0.39589	0.24114	0.01286	
21.5	2.29	0.39749	0.24371	0.01362	
21.52	2	0.40007	0.24792	0.0142	
21.54	2.29	0.40162	0.25045	0.01559	
21.56	2	0.40403	0.25268	0.01717	
21.58	2	0.40527	0.25477	0.01762	
21.6	2.29	0.40587	0.25703	0.0194	
21.62	2	0.40599	0.25812	0.02008	
21.64	0.17	0.40658	0.25942	0.02167	
21.66	2.29	0.40781	0.26069	0.02206	
21.68	2	0.40834	0.26154	0.02211	
21.7	2	0.40988	0.26316	0.0231	
21.72	2.29	0.41162	0.26328	0.02496	
21.74	2	0.41062	0.26243	0.03001	
21.76	2	0.40908	0.26188	0.02834	
21.78	2.29	0.40855	0.26251	0.02937	
21.8	2	0.40827	0.26412	0.03055	
21.82	2	0.40838	0.26386	0.03258	
21.84	2.29	0.40994	0.26353	0.03548	
21.86	2	0.41106	0.26547	0.03838	
21.88	2.29	0.41129	0.26731	0.04047	
21.9	2	0.4107	0.26791	0.04244	
21.92	2	0.41011	0.26692	0.0453	
21.94	2.29	0.40957	0.26598	0.04573	
21.96	2	0.40931	0.26488	0.04759	
21.98	2	0.40864	0.26181	0.05027	
22	2.29	0.40813	0.26068	0.05284	
22.02	2	0.40856	0.25882	0.05608	
22.04	2	0.40963	0.25807	0.05802	
22.06	2.29	0.40988	0.25913	0.06024	
22.08	2	0.40882	0.2599	0.06191	
22.1	2.29	0.40741	0.25955	0.06332	
22.12	2	0.40553	0.25859	0.06483	
22.14	2.29	0.40433	0.25651	0.06779	
22.16	2	0.40383	0.25424	0.06902	
22.18	2	0.4032	0.2541	0.07031	
22.2	2.29	0.40291	0.25447	0.07308	
22.22	2	0.40372	0.25467	0.07424	
22.24	2.29	0.4042	0.25449	0.07578	
22.26	2	0.40416	0.25388	0.07708	
22.28	2.29	0.40448	0.25352	0.07863	
22.3	2	0.40452	0.25362	0.07948	
22.32	2	0.40377	0.25517	0.0815	
22.34	2.29	0.40386	0.25509	0.08311	
22.36	2	0.40354	0.25472	0.0849	
22.38	2	0.40409	0.25863	0.08592	
22.4	2	0.40502	0.25958	0.08774	
22.42	2.29	0.4102	0.26021	0.09164	
22.44	2	0.41513	0.25875	0.09029	
22.46	2.29	0.4093	0.25728	0.09689	
22.48	2	0.40169	0.2565	0.13352	
22.5	2.29	0.40133	0.25522	0.1414	
22.52	2	0.40194	0.25262	0.14119	
22.54	2	0.40245	0.25283	0.14254	
22.56	0.76	0.40278	0.2518	0.14385	
22.58	2	0.40344	0.25496	0.14373	
22.6	2.21	0.40359	0.257	0.14429	
22.62	2	0.40314	0.25824	0.14599	
22.64	2	0.40307	0.26032	0.14779	
22.66	2.29	0.40262	0.26184	0.14646	
22.68	2	0.40436	0.26488	0.14937	
22.7	2	0.40499	0.26147	0.15093	
22.72	2.29	0.40611	0.2619	0.15229	
22.74	0.16	0.40766	0.26472	0.15367	
22.76	2.29	0.40856	0.26765	0.1581	
22.78	2	0.40983	0.26812	0.16342	
22.8	2	0.40692	0.26892	0.15736	
22.82	2.29	0.40633	0.26938	0.15749	
22.84	2	0.40619	0.26705	0.15941	
22.86	2	0.40565	0.26382	0.1609	
22.88	2.29	0.40499	0.26127	0.16429	
22.9	2	0.4044	0.25892	0.16581	
22.92	2	0.40431	0.2573	0.16876	
22.94	2.29	0.40467	0.25644	0.17342	
22.96	2	0.40531	0.25749	0.17551	
22.98	2.29	0.40536	0.25868	0.17716	
23	2	0.40533	0.25886	0.17998	
23.02	2	0.40521	0.25938	0.18332	
23.04	2	0.40522	0.25973	0.18827	
23.06	2.29	0.40539	0.25997	0.18904	
23.08	2	0.40594	0.26027	0.1899	
23.1	2	0.40593	0.26058	0.19154	
23.12	2.29	0.4056	0.26177	0.19313	
23.14	2	0.40617	0.2613	0.19266	
23.16	2.29	0.40601	0.26051	0.19448	
23.18	2	0.40565	0.25926	0.19726	
23.2	2.29	0.40556	0.25851	0.19645	
23.22	2	0.40498	0.25742	0.19897	
23.24	2	0.40425	0.25711	0.20349	
23.26	2.29	0.40424	0.2569	0.2037	
23.28	2	0.40421	0.25711	0.20535	
23.3	2	0.40407	0.25727	0.20685	
23.32	2.29	0.40401	0.25725	0.20586	
23.34	2	0.40383	0.25862	0.20694	
23.36	2.29	0.40411	0.2604	0.20908	
23.38	2	0.40424	0.26057	0.21009	
23.4	2.29	0.40373	0.26122	0.21258	
23.42	2	0.4028	0.26257	0.21311	
23.44	2	0.40225	0.26339	0.21374	
23.46	2	0.40161	0.26522	0.21343	
23.48	2.29	0.40224	0.26663	0.21339	
23.5	2	0.40339	0.26727	0.21567	
23.52	2	0.40467	0.26828	0.21744	
23.54	2.29	0.40603	0.27035	0.21556	
23.56	2	0.40719	0.27352	0.21553	
23.58	2.29	0.40765	0.27479	0.21886	
23.6	2	0.40852	0.27627	0.21695	
23.62	2	0.40895	0.27883	0.21117	
23.64	2.29	0.40892	0.28011	0.19801	
23.66	2	0.40864	0.28037	0.18997	
23.68	2	0.40896	0.27898	0.1848	
23.7	2.29	0.40958	0.27767	0.18006	
23.72	0.17	0.40988	0.27821	0.17745	
23.74	2.29	0.4109	0.27878	0.17606	
23.76	2	0.41135	0.27815	0.17242	
23.78	2	0.41143	0.27792	0.17117	
23.8	2	0.41167	0.2765	0.16963	
23.82	2.29	0.41015	0.27519	0.1652	
23.84	2	0.41138	0.27381	0.16438	
23.86	2	0.41055	0.27219	0.16288	
23.88	2.29	0.41018	0.27043	0.16387	
23.9	2	0.41062	0.27063	0.16157	
