Depth	Speed	Tip	Friction	Pressure	SBT
92.913	2	0.41829	0.26269	0.22677	1
92.979	2	0.41166	0.26599	0.24151	1
93.045	2	0.40987	0.26188	0.26527	1
93.11	2	0.41008	0.25482	0.27397	1
93.176	2	0.41	0.2544	0.28246	1
93.241	2	0.41082	0.25562	0.29082	1
93.307	2	0.41266	0.25554	0.29621	1
93.373	2	0.41278	0.25524	0.29892	1
93.438	1.78	0.41149	0.25481	0.30174	1
93.504	2	0.40924	0.25537	0.30162	2
93.57	2	0.40821	0.25736	0.31101	2
93.635	2	0.40763	0.25361	0.31443	2
93.701	2	0.4073	0.2543	0.32121	2
93.766	1.78	0.40803	0.25953	0.3299	2
93.832	2	0.41292	0.26364	0.3383	2
93.898	2	0.42216	0.27449	0.33629	2
93.963	2	0.42843	0.27397	0.30575	1
94.029	2	0.43051	0.2798	0.25324	1
94.094	1.78	0.42875	0.29929	0.23787	1
94.16	2	0.43646	0.2978	0.21223	1
94.226	2	0.44502	0.29591	0.21347	1
94.291	2	0.44018	0.28745	0.19585	5
94.357	2	0.43053	0.27964	0.17384	5
94.423	0.2	0.41867	0.28405	0.18335	5
94.488	2	0.41667	0.27114	0.195	1
94.554	1.78	0.41625	0.25191	0.20248	1
94.619	2	0.41542	0.24731	0.21414	1
94.685	2	0.41494	0.2475	0.22828	1
94.751	1.78	0.41385	0.24765	0.28366	1
94.816	2	0.41377	0.2471	0.28846	1
94.882	2	0.41292	0.24725	0.29507	1
94.948	1.78	0.41259	0.24663	0.29452	1
95.013	2	0.41223	0.2471	0.28761	1
95.079	2	0.412	0.2484	0.27778	1
95.144	2	0.41174	0.24855	0.26577	1
95.21	1.78	0.41105	0.24876	0.26041	1
95.276	2	0.4093	0.24934	0.26712	1
95.341	2	0.40874	0.24334	0.27649	1
95.407	1.78	0.4088	0.23929	0.28379	1
95.472	2	0.40971	0.23956	0.28784	1
95.538	1.94	0.40935	0.24027	0.29584	1
95.604	2	0.40729	0.24126	0.28976	1
95.669	1.78	0.40648	0.24136	0.30066	2
95.735	2	0.40644	0.24183	0.30924	2
95.801	2	0.40667	0.2418	0.31593	2
95.866	1.78	0.40658	0.24084	0.31869	2
95.932	2	0.40675	0.24158	0.31966	2
95.997	2	0.407	0.24227	0.32721	2
96.063	1.78	0.40732	0.24241	0.3316	2
96.129	2	0.40719	0.24266	0.33306	2
96.194	2	0.40673	0.24416	0.33682	2
96.26	2	0.4066	0.24432	0.34179	2
96.325	1.78	0.40651	0.24415	0.34621	2
96.391	2	0.40693	0.24364	0.3494	2
96.457	2	0.40733	0.24465	0.35505	2
96.522	2	0.40745	0.24555	0.35373	2
96.588	1.78	0.40755	0.24654	0.35144	2
96.654	2	0.40722	0.24654	0.34935	2
96.719	1.78	0.40694	0.24648	0.3252	2
96.785	2	0.40627	0.24498	0.32693	2
96.85	1.78	0.40572	0.24399	0.33807	2
96.916	2	0.4056	0.24397	0.34616	2
96.982	2	0.40599	0.24343	0.35283	2
97.047	2	0.40607	0.24408	0.35937	2
97.113	1.78	0.40597	0.24512	0.36383	2
97.178	2	0.4063	0.24657	0.36614	2
97.244	2	0.40615	0.24753	0.3707	2
97.31	1.78	0.40611	0.24754	0.37255	2
97.375	2	0.40618	0.2488	0.37631	2
97.441	1.78	0.40685	0.25014	0.38293	2
97.507	2	0.40688	0.25051	0.39078	2
97.572	0.2	0.40651	0.25063	0.39724	2
97.638	2	0.40593	0.25065	0.40493	2
97.703	2	0.40539	0.25118	0.40393	2
97.769	1.78	0.40501	0.25065	0.40008	2
97.835	2	0.40493	0.24837	0.39219	2
97.9	1.78	0.40559	0.24708	0.37811	2
97.966	2	0.40622	0.24771	0.38428	2
98.031	1.78	0.40679	0.24909	0.39086	2
98.097	2	0.40655	0.25074	0.40193	2
98.163	1.78	0.4064	0.25288	0.41679	2
98.228	2	0.40661	0.25314	0.42368	2
98.294	2	0.40684	0.25383	0.42615	2
98.36	1.78	0.40694	0.25369	0.42861	2
98.425	1.78	0.41544	0.25258	0.41027	2
98.491	2	0.40668	0.25171	0.43609	2
98.556	1.78	0.40645	0.25111	0.43704	2
98.622	2	0.40573	0.25044	0.43509	2
98.688	1.78	0.4052	0.27856	0.42739	2
98.753	2	0.40499	0.24943	0.42126	2
98.819	1.78	0.40492	0.24831	0.41462	2
98.885	2	0.40502	0.24838	0.40804	2
98.95	1.78	0.40541	0.24882	0.40951	2
99.016	2	0.40923	0.24918	0.40877	2
99.081	1.73	0.40603	0.24976	0.41789	2
99.147	2	0.40586	0.25025	0.41461	2
99.213	1.78	0.40604	0.2498	0.41125	2
99.278	2	0.4067	0.24999	0.40805	2
99.344	1.78	0.40712	0.25049	0.40873	2
99.409	2	0.40683	0.25115	0.41072	2
99.475	1.78	0.40718	0.25251	0.41416	2
99.541	2	0.40797	0.25406	0.37871	2
99.606	1.78	0.40854	0.25512	0.42048	2
99.672	2	0.40878	0.2552	0.42393	2
99.738	1.78	0.4088	0.25583	0.42615	2
99.803	1.88	0.40792	0.25605	0.42566	2
99.869	1.78	0.40795	0.25484	0.42342	2
99.934	1.78	0.40759	0.25459	0.42485	2
100	2	0.40734	0.25318	0.4272	2
100.066	1.78	0.40737	0.25201	0.42414	2
100.131	1.78	0.40722	0.25201	0.42354	2
100.197	2	0.40744	0.25235	0.41622	2
100.262	1.78	0.40752	0.25302	0.42042	2
100.328	2	0.40825	0.25335	0.42249	2
100.394	1.78	0.4093	0.25417	0.43093	2
100.459	1.78	0.41026	0.25507	0.43975	2
100.525	2	0.41144	0.25583	0.44107	2
100.591	1.78	0.41155	0.25543	0.44709	2
100.656	2	0.4103	0.25526	0.44396	2
100.722	1.78	0.41016	0.25592	0.42237	2
100.787	0.2	0.41429	0.32111	0.39275	2
100.853	1.78	0.40935	0.25466	0.42538	2
100.919	2	0.40961	0.25377	0.43238	2
100.984	1.78	0.41021	0.25443	0.43784	2
101.05	1.78	0.41031	0.29706	0.44001	2
101.181	1.78	0.40976	0.18631	0.43301	2
101.247	1.78	0.40984	0.25768	0.43446	2
101.312	2	0.40999	0.25395	0.43617	2
101.378	1.78	0.41046	0.25531	0.43667	2
101.444	1.78	0.40852	0.27635	0.43518	2
101.509	2	0.40632	0.29869	0.40378	2
101.575	1.78	0.41065	0.25695	0.44358	2
101.64	1.78	0.41159	0.2563	0.4341	2
101.706	1.78	0.41142	0.25651	0.43898	2
101.772	1.78	0.41528	0.25754	0.39924	2
101.837	1.78	0.41138	0.25945	0.45496	2
101.903	2	0.4115	0.25845	0.43074	2
101.969	1.78	0.41159	0.25779	0.43049	2
102.034	1.78	0.41212	0.25804	0.43322	2
102.1	1.78	0.41213	0.25829	0.43558	2
102.165	2	0.41217	0.25817	0.43407	2
102.231	1.78	0.41194	0.25784	0.42871	2
102.297	1.78	0.41174	0.25742	0.42675	2
102.362	1.78	0.41095	0.25748	0.42956	2
102.428	1.78	0.41071	0.2561	0.4267	2
102.493	1.78	0.41015	0.25396	0.42894	2
102.559	2	0.40978	0.25668	0.42995	2
102.625	1.75	0.40988	0.25715	0.42733	2
102.69	1.78	0.41012	0.25841	0.43404	2
102.756	1.78	0.41067	0.25856	0.43417	2
102.822	2	0.4104	0.26924	0.43161	2
102.887	1.78	0.40999	0.25579	0.43459	2
102.953	1.78	0.40989	0.25701	0.43406	2
103.018	1.78	0.40926	0.25887	0.43009	2
103.084	1.78	0.40837	0.25652	0.42551	2
103.15	1.78	0.40764	0.25537	0.42185	2
103.215	1.78	0.40885	0.25466	0.41288	2
103.281	1.78	0.40927	0.25481	0.41532	2
103.346	1.78	0.4098	0.25371	0.44922	2
103.412	2	0.40916	0.25482	0.42575	2
103.478	1.78	0.40955	0.25651	0.43687	2
103.543	1.78	0.40994	0.25696	0.44318	2
103.609	0.67	0.41021	0.25828	0.44824	2
103.675	1.78	0.41068	0.25893	0.44663	2
103.74	1.78	0.41117	0.25854	0.45182	2
103.806	1.78	0.41139	0.25866	0.45499	2
103.871	1.78	0.41153	0.25845	0.4586	2
103.937	2	0.40997	0.2574	0.45592	2
104.003	1.78	0.41054	0.25715	0.46342	2
104.068	1.78	0.41037	0.25695	0.46254	2
104.134	1.78	0.41037	0.2565	0.46584	2
104.199	1.78	0.41029	0.25598	0.47129	2
104.265	0.2	0.41016	0.2565	0.47456	2
104.331	1.78	0.41011	0.25698	0.47767	2
104.396	2	0.41049	0.25579	0.48077	2
104.462	1.78	0.41082	0.25566	0.48354	2
104.528	1.6	0.41094	0.25575	0.48724	2
104.593	1.78	0.41112	0.25551	0.47433	2
104.659	1.78	0.41094	0.25521	0.48351	2
104.724	1.78	0.4113	0.25515	0.48916	2
104.79	1.78	0.41123	0.25465	0.48736	2
104.856	1.78	0.41139	0.25465	0.48604	2
104.921	1.78	0.41166	0.25434	0.48795	2
104.987	1.78	0.41168	0.2546	0.4869	2
105.052	1.78	0.41203	0.25496	0.48926	2
105.118	1.78	0.41163	0.25611	0.49132	2
105.184	1.78	0.41205	0.25584	0.49216	2
105.249	1.78	0.41252	0.25625	0.49471	2
105.315	1.78	0.41238	0.25656	0.49735	2
105.381	1.78	0.41175	0.25597	0.49187	2
105.446	1.78	0.41213	0.2558	0.48315	2
105.512	1.78	0.41282	0.25531	0.47893	2
105.577	1.78	0.4121	0.25546	0.47603	2
105.643	1.78	0.41212	0.26471	0.47118	2
105.709	1.78	0.41235	0.25652	0.46665	2
105.774	1.6	0.41273	0.25731	0.46797	2
105.84	1.78	0.4128	0.25702	0.46663	2
105.906	1.73	0.41291	0.25692	0.46393	2
105.971	1.78	0.4131	0.25721	0.46032	2
106.037	1.78	0.41337	0.25666	0.4627	2
106.102	1.78	0.41332	0.25677	0.46527	2
106.168	1.78	0.41433	0.25688	0.46559	2
106.234	1.78	0.41492	0.2567	0.46764	2
106.299	1.78	0.41485	0.25746	0.4744	2
106.365	1.78	0.41434	0.258	0.47231	2
106.43	1.6	0.41423	0.25826	0.47484	2
106.496	1.78	0.41435	0.25831	0.47689	2
106.562	1.78	0.41494	0.25814	0.47739	2
106.627	1.78	0.41496	0.25792	0.47864	2
106.693	1.6	0.41488	0.25827	0.47985	2
106.759	1.78	0.41577	0.25841	0.48401	2
106.824	1.78	0.41602	0.25751	0.48494	2
106.89	1.78	0.41641	0.25718	0.48232	2
106.955	1.78	0.41663	0.26602	0.4752	2
107.021	1.6	0.41599	0.26757	0.46565	2
107.087	1.78	0.42017	0.26548	0.44775	2
107.152	1.78	0.42953	0.26095	0.4116	1
107.218	1.78	0.43668	0.25891	0.31787	1
107.283	1.78	0.43261	0.25337	0.28906	1
107.349	1.6	0.42824	0.25135	0.30349	1
107.415	1.78	0.42436	0.25055	0.31337	1
107.48	0.19	0.42254	0.24637	0.32182	1
107.546	1.78	0.42073	0.24442	0.32811	1
107.612	1.78	0.42133	0.24726	0.34422	1
107.677	1.78	0.42188	0.2498	0.34461	1
107.743	1.6	0.42131	0.25249	0.33872	1
107.808	1.78	0.41813	0.25511	0.30924	1
107.874	1.78	0.41938	0.25498	0.30934	1
107.94	1.6	0.41917	0.25344	0.31212	1
108.005	1.78	0.41865	0.25175	0.30614	1
108.071	1.78	0.41718	0.25154	0.29896	1
108.136	1.6	0.41557	0.25162	0.30356	1
108.202	1.78	0.41418	0.24975	0.30431	1
108.268	1.78	0.41232	0.24846	0.31968	1
108.333	1.6	0.41194	0.24942	0.32927	1
108.399	1.78	0.41172	0.25035	0.33579	2
108.465	1.6	0.41298	0.25283	0.34932	2
108.53	1.78	0.41499	0.25566	0.35033	2
108.596	1.6	0.4178	0.2613	0.35193	1
108.661	1.78	0.42042	0.26605	0.32298	1
108.727	1.78	0.42174	0.271	0.29556	1
108.793	1.6	0.42355	0.2748	0.28189	1
108.858	1.78	0.42379	0.27267	0.27126	1
108.924	1.78	0.42458	0.28186	0.25671	1
108.99	1.6	0.42496	0.29107	0.23748	1
109.055	1.78	0.42372	0.27384	0.23786	1
109.121	1.58	0.42096	0.25651	0.24486	1
109.186	1.78	0.41864	0.25411	0.25344	1
109.252	1.6	0.41723	0.25356	0.26483	1
109.318	1.78	0.41745	0.25382	0.26999	1
109.383	1.78	0.41329	0.25256	0.26309	1
109.449	1.6	0.40996	0.24902	0.29901	1
109.514	1.78	0.40677	0.24951	0.30442	1
109.58	1.78	0.40576	0.25037	0.30915	1
109.646	1.6	0.40679	0.25234	0.32165	2
109.711	1.6	0.40755	0.25851	0.34195	2
109.777	1.78	0.41051	0.2616	0.35932	2
109.843	1.6	0.41507	0.26685	0.36486	2
109.908	1.78	0.41851	0.27255	0.36816	1
109.974	1.6	0.42129	0.27722	0.35373	1
110.039	1.78	0.42281	0.28149	0.34253	1
110.105	1.6	0.42354	0.28432	0.33604	1
110.171	1.78	0.42519	0.28492	0.33472	1
110.236	1.6	0.42664	0.28804	0.33562	1
110.302	1.78	0.4279	0.29507	0.32294	1
110.367	1.6	0.42788	0.28483	0.31982	1
110.433	1.78	0.42915	0.27774	0.31322	1
110.499	1.6	0.42755	0.26951	0.30632	1
110.564	1.78	0.4246	0.27232	0.30306	1
110.63	0.18	0.42472	0.26983	0.33005	1
110.696	1.78	0.42188	0.26734	0.32931	1
110.761	1.6	0.42138	0.28093	0.34501	1
110.827	1.58	0.42549	0.28877	0.36204	1
110.892	1.58	0.43568	0.30136	0.36806	1
110.958	1.44	0.44243	0.30952	0.314	5
111.024	1.44	0.48871	0.30486	0.24445	5
111.089	1.32	0.52296	0.30046	0.22136	5
111.155	1.45	0.56974	0.3123	0.17548	5
111.22	1.32	0.61878	0.33005	0.12124	4
111.286	1.46	0.66133	0.34493	0.07938	4
111.352	1.33	0.68872	0.36196	0.06916	4
111.417	1.33	0.711	0.37985	0.06903	4
111.483	1.33	0.72666	0.3954	0.07652	4
111.549	1.23	0.73741	0.41069	0.07824	4
111.614	1.33	0.74495	0.42269	0.07771	4
111.68	1.23	0.74905	0.43428	0.07973	4
111.745	1.33	0.74918	0.4431	0.07786	4
111.811	1.23	0.74846	0.45325	0.07369	4
111.877	1.33	0.75261	0.44798	0.07606	4
111.942	1.23	0.75984	0.43234	0.07888	4
112.008	1.32	0.77445	0.43119	0.06942	4
112.073	1.22	0.78528	0.43885	0.0624	5
112.139	1.14	0.79108	0.44919	0.03129	5
112.205	1.23	0.7954	0.44314	0.03422	5
112.27	1.13	0.79104	0.43704	0.03178	4
112.336	1.14	0.80151	0.4466	0.04641	4
112.402	1.07	0.82239	0.4616	0.05781	5
112.467	1.14	0.84901	0.46441	0.02814	5
112.533	1.07	0.87143	0.44488	0.0014	5
112.598	1.07	0.89442	0.44076	0.00274	5
112.664	1.14	0.91532	0.4557	0.00815	5
112.73	1	0.93522	0.48415	0.00937	5
112.795	1.07	0.9491	0.50614	0.00445	5
112.861	0.93	0.94914	0.52802	0.00331	5
112.927	1	0.93951	0.56024	0.00783	4
112.992	0.89	0.93038	0.59948	0.01387	4
113.058	0.84	0.91842	0.6385	0.02406	4
113.123	0.88	0.90428	0.65543	0.02795	4
113.189	0.89	0.89253	0.6609	0.03378	4
113.255	0.89	0.88876	0.66319	0.03501	4
113.32	0.84	0.8928	0.66296	0.04096	4
113.386	0.89	0.88316	0.66687	0.04933	4
113.451	0.8	0.86906	0.66534	0.0518	4
113.517	0.84	0.86394	0.66223	0.05595	4
113.583	0.8	0.87213	0.65804	0.06267	4
113.648	0.84	0.89033	0.6498	0.0687	4
113.714	0.84	0.91305	0.66002	0.07514	4
113.78	0.8	0.94021	0.67724	0.07873	4
113.845	0.26	0.97071	0.6943	0.08493	4
113.911	0.93	0.97358	0.71018	0.06761	4
113.976	0.73	0.95668	0.72697	0.06186	4
114.042	0.64	0.94999	0.73707	0.07869	4
114.108	0.66	0.94056	0.73966	0.07288	4
114.173	0.59	0.94016	0.72602	0.08227	4
114.239	0.57	0.94923	0.71019	0.07725	4
114.304	0.55	0.97522	0.71246	0.08493	4
114.37	0.55	1.0181	0.71905	0.08116	4
114.436	0.57	1.07036	0.71719	0.07404	4
114.501	0.57	1.11555	0.71967	0.06491	4
114.567	0.59	1.13881	0.72151	0.06509	4
114.633	0.59	1.14089	0.71355	0.06522	4
114.698	0.62	1.12071	0.70587	0.06336	4
114.764	0.67	1.08572	0.69053	0.06518	4
114.829	0.7	1.05341	0.67004	0.06475	4
114.895	0.73	1.02692	0.65294	0.06575	4
114.961	0.73	0.9987	0.64435	0.06998	4
115.026	0.7	0.96916	0.63912	0.07819	4
115.092	0.7	0.94253	0.63578	0.08139	4
115.157	0.62	0.92785	0.63567	0.08919	4
115.223	0.62	0.92592	0.62778	0.08753	4
115.289	0.61	0.94066	0.60988	0.08567	4
115.354	0.67	0.97325	0.58524	0.08432	4
115.42	0.7	1.01901	0.56105	0.07991	4
115.486	0.76	1.07628	0.54373	0.06628	4
115.551	0.76	1.09376	0.53284	0.01329	5
115.617	0.24	1.07053	0.52893	-0.02017	5
115.682	0.76	1.03095	0.52246	-0.01891	5
115.748	0.73	0.98842	0.52522	-0.00831	5
115.814	0.76	0.95781	0.52959	0.00398	5
115.879	0.73	0.93787	0.53253	0.01377	4
115.945	0.76	0.92188	0.5326	0.05235	4
116.01	0.76	0.91737	0.5295	0.06284	4
116.076	0.73	0.9129	0.52467	0.07351	4
116.142	0.73	0.90925	0.52612	0.07842	4
116.207	0.73	0.90307	0.53013	0.0784	4
116.273	0.7	0.89366	0.53242	0.07788	4
116.339	0.7	0.88486	0.53327	0.07801	4
116.404	0.73	0.87832	0.53454	0.0807	4
116.47	0.73	0.87248	0.53496	0.0816	4
116.535	0.73	0.865	0.53522	0.08435	4
116.601	0.73	0.85785	0.53459	0.08289	4
116.667	0.7	0.85802	0.53521	0.08192	4
116.732	0.69	0.86966	0.53692	0.08304	4
116.798	0.7	0.89288	0.54467	0.08623	4
116.864	0.73	0.92884	0.56462	0.09228	4
116.929	0.73	0.97638	0.58812	0.09114	4
116.995	0.76	1.0271	0.60225	0.09031	4
117.06	0.8	1.05636	0.61833	0.09124	4
117.126	0.76	1.05663	0.63203	0.08769	4
117.192	0.76	1.0347	0.63073	0.08211	4
117.257	0.18	1.00706	0.60837	0.0814	4
117.323	0.76	0.98294	0.60555	0.08173	4
117.388	0.7	0.96235	0.58918	0.08314	4
117.454	0.7	0.94731	0.57817	0.0822	4
117.52	0.73	0.93891	0.56467	0.08502	4
117.585	0.76	0.93627	0.56102	0.08982	4
117.651	0.76	0.93835	0.56391	0.09071	4
117.717	0.7	0.94127	0.57075	0.09294	4
117.782	0.67	0.94456	0.57697	0.09268	4
117.848	0.64	0.94981	0.58454	0.09118	4
117.913	0.59	0.96571	0.58647	0.09196	4
117.979	0.55	0.99371	0.59788	0.09414	4
118.045	0.53	1.04078	0.62182	0.09411	4
118.11	0.55	1.10307	0.65184	0.09531	4
118.176	0.53	1.16221	0.68548	0.09397	4
118.241	0.53	1.21603	0.70804	0.09227	4
118.307	0.5	1.25355	0.72256	0.09367	4
118.373	0.47	1.25647	0.73731	0.09545	4
118.438	0.43	1.24247	0.74741	0.09803	4
118.504	0.53	1.24919	-32768	0.09101	4
118.57	0.53	1.27116	-32768	0.09129	4
118.635	0.5	1.30132	-32768	0.09376	4
118.701	0.47	1.33518	-32768	0.09416	4
