Depth	Speed	Tip	Friction	Pressure	SBT
0.066	2	0.3716	0.21973	-0.09607	5
0.131	2	0.36937	0.22392	-0.09681	5
0.197	2.29	0.37175	0.21719	-0.09771	5
0.262	0.89	0.37124	0.21538	-0.0987	5
0.328	2	0.3731	0.21595	-0.09716	4
0.394	2.29	0.37806	0.21849	-0.09255	5
0.459	2	0.38502	0.22224	-0.08859	5
0.525	2	0.38942	0.22261	-0.09272	5
0.591	2.29	0.39563	0.22461	-0.09181	5
0.656	2	0.40189	0.2253	-0.09424	5
0.722	2.29	0.41205	0.2259	-0.09863	5
0.787	2	0.42416	0.22674	-0.10293	5
0.853	2.29	0.42078	0.23112	-0.10298	5
0.919	2	0.41368	0.23287	-0.1008	5
0.984	2	0.4066	0.23222	-0.10011	5
1.05	2.29	0.40304	0.2435	-0.09935	5
1.115	2	0.4048	0.24823	-0.09872	5
1.181	2	0.42345	0.25162	-0.09823	5
1.247	2.29	0.44879	0.26426	-0.09788	5
1.312	2	0.45812	0.27973	-0.09735	5
1.378	2.29	0.44748	0.28486	-0.09817	5
1.444	2	0.43831	0.28974	-0.10232	5
1.509	2.29	0.43691	0.29496	-0.10415	5
1.575	2	0.43205	0.30369	-0.10493	5
1.64	2.29	0.42068	0.30753	-0.10448	5
1.706	2	0.41353	0.29906	-0.10506	5
1.772	2.29	0.40718	0.291	-0.10273	5
1.837	2	0.40417	0.28408	-0.10253	5
1.903	2	0.40268	0.27782	-0.10155	5
1.969	2.29	0.40297	0.26875	-0.10097	5
2.034	2	0.40123	0.26148	-0.10014	5
2.1	2.29	0.40508	0.26087	-0.09994	5
2.165	2	0.4059	0.26135	-0.09965	5
2.231	2.29	0.40792	0.26169	-0.09912	5
2.297	2	0.40883	0.25998	-0.09958	5
2.362	2	0.40485	0.25646	-0.09986	5
2.428	2.29	0.40426	0.2526	-0.09964	5
2.493	2	0.4169	0.24285	-0.09888	5
2.559	2	0.43832	0.23051	-0.09867	5
2.625	2.29	0.44819	0.22887	-0.0997	5
2.69	2	0.44491	0.23041	-0.10121	5
2.756	2.29	0.43783	0.23515	-0.102	5
2.822	2.21	0.42845	0.23952	-0.10218	5
2.887	2	0.42332	0.24253	-0.10205	5
2.953	2	0.4234	0.24071	-0.10206	5
3.018	2.29	0.42562	0.23461	-0.10251	5
3.084	2	0.428	0.22863	-0.1033	5
3.15	2.29	0.43018	0.22813	-0.10437	5
3.215	2	0.43215	0.22764	-0.10509	5
3.281	0.21	0.43372	0.21718	-0.10542	5
3.346	2	0.43354	0.21664	-0.10553	5
3.412	2.29	0.43658	0.21542	-0.10559	5
3.478	2	0.44764	0.2155	-0.10562	5
3.543	2	0.45967	0.21662	-0.10574	5
3.609	2.29	0.46114	0.21863	-0.10172	5
3.675	2	0.4579	0.22142	-0.1034	5
3.74	2.29	0.45125	0.22434	-0.10084	5
3.806	2	0.44292	0.22516	-0.09607	4
3.871	2	0.43411	0.22697	-0.09548	4
3.937	2.29	0.42503	0.23076	-0.09555	4
4.003	2	0.41439	0.23603	-0.09533	4
4.068	2.29	0.40436	0.23369	-0.09532	4
4.134	2	0.39715	0.22723	-0.09525	4
4.199	2.29	0.39167	0.2253	-0.09477	4
4.265	2	0.38597	0.22587	-0.09433	4
4.331	2	0.38222	0.22457	-0.09294	4
4.396	2.29	0.37984	0.22345	-0.09184	4
4.462	2	0.37881	0.22462	-0.09055	4
4.528	2.29	0.37923	0.22726	-0.08939	4
4.593	2	0.37972	0.23186	-0.08805	4
4.659	2.29	0.38099	0.23641	-0.08699	4
4.724	2	0.38201	0.24159	-0.08661	4
4.79	2.29	0.382	0.244	-0.08631	4
4.856	2	0.38135	0.24517	-0.08603	5
4.921	2.29	0.38022	0.24396	-0.08575	5
4.987	2	0.37986	0.24107	-0.0854	5
5.052	2.29	0.37815	0.2391	-0.0853	5
5.118	2	0.37742	0.23723	-0.08491	5
5.184	2	0.37717	0.23476	-0.08478	5
5.249	2.29	0.37703	0.23455	-0.08478	5
5.315	2	0.37662	0.23399	-0.08463	5
5.381	2.29	0.3766	0.23497	-0.08429	5
5.446	2	0.37698	0.23681	-0.08404	5
5.512	2.29	0.3786	0.24038	-0.0838	5
5.577	2	0.38034	0.24298	-0.0834	5
5.643	2	0.38243	0.24475	-0.08308	5
5.709	2.29	0.38355	0.24855	-0.08291	5
5.774	2	0.38426	0.25163	-0.08321	5
5.84	2.29	0.38416	0.25327	-0.08334	5
5.906	2	0.38342	0.25409	-0.08295	5
5.971	2.29	0.38324	0.25492	-0.08324	5
6.037	2	0.38252	0.25615	-0.08325	5
6.102	2	0.38099	0.25367	-0.08329	5
6.168	2.29	0.3792	0.24792	-0.08325	5
6.234	2	0.37885	0.24486	-0.08395	5
6.299	2	0.37762	0.243	-0.08462	4
6.365	2.29	0.37636	0.24037	-0.08455	5
6.43	0.13	0.37426	0.24088	-0.08438	5
6.496	2.29	0.37611	0.24142	-0.08446	5
6.562	2	0.38181	0.24393	-0.08406	5
6.627	2.29	0.38244	0.24523	-0.08335	5
6.693	2	0.38132	0.24589	-0.08305	5
6.759	2.29	0.38309	0.24407	-0.08301	5
6.824	2	0.38438	0.24218	-0.08319	4
6.89	2	0.38478	0.24359	-0.08298	4
6.955	2.29	0.38418	0.24403	-0.08277	4
7.021	2	0.38399	0.24416	-0.08255	4
7.087	2.29	0.38493	0.24705	-0.08281	4
7.152	2	0.3861	0.2511	-0.08288	4
7.218	2.29	0.386	0.25246	-0.08293	4
7.283	2	0.38558	0.25526	-0.08284	4
7.349	2	0.38576	0.25832	-0.08317	4
7.415	2.29	0.38519	0.2591	-0.08376	4
7.48	2	0.38431	0.25884	-0.08462	4
7.546	2	0.38458	0.25829	-0.08512	4
7.612	2.29	0.38588	0.25819	-0.08547	4
7.677	2	0.38712	0.25903	-0.08579	4
7.743	2.29	0.38811	0.26164	-0.086	4
7.808	2	0.38893	0.26437	-0.08661	4
7.874	2.29	0.38898	0.26512	-0.08707	4
7.94	2	0.38888	0.26407	-0.08737	4
8.005	2.29	0.38856	0.2636	-0.08805	4
8.071	2	0.38835	0.2651	-0.08843	4
8.136	2	0.38795	0.26621	-0.08885	5
8.202	2.29	0.38847	0.26743	-0.08879	5
8.268	2	0.3902	0.268	-0.08907	5
8.333	2.29	0.39136	0.26963	-0.08947	5
8.399	2	0.3913	0.27157	-0.08947	5
8.465	2.29	0.39062	0.27173	-0.08966	5
8.53	2	0.3907	0.27223	-0.09004	5
8.596	2.29	0.3905	0.27198	-0.09057	5
8.661	2	0.39068	0.27188	-0.0908	5
8.727	2	0.39001	0.27179	-0.09072	5
8.793	2.29	0.38918	0.27273	-0.09061	5
8.858	2	0.38923	0.27256	-0.09066	5
8.924	2	0.38929	0.27371	-0.09064	5
8.99	2.29	0.39026	0.2753	-0.09105	5
9.055	2	0.3927	0.2751	-0.09133	5
9.121	2.29	0.3948	0.27443	-0.09143	5
9.186	2	0.3958	0.27353	-0.09156	5
9.252	2.29	0.39461	0.27208	-0.09151	5
9.318	2	0.39238	0.26843	-0.09163	5
9.383	2	0.3896	0.26504	-0.09181	5
9.449	2.29	0.38778	0.26191	-0.09203	5
9.514	2	0.38574	0.25888	-0.09205	5
9.58	2.29	0.38503	0.25598	-0.09197	5
9.646	0.13	0.38566	0.25278	-0.09198	5
9.711	2.29	0.38682	0.25278	-0.09175	5
9.777	2	0.38801	0.25267	-0.09142	5
9.843	2	0.38923	0.25444	-0.09096	5
9.908	2.29	0.39048	0.25699	-0.09058	5
9.974	2	0.39157	0.26284	-0.08722	5
10.039	2.29	0.39246	0.26892	-0.08751	5
10.105	2	0.39227	0.2741	-0.0874	5
10.171	2	0.39147	0.27432	-0.08776	5
10.236	2.29	0.38944	0.27049	-0.08814	5
10.302	2	0.38624	0.26261	-0.08883	5
10.367	2.29	0.38412	0.25568	-0.08915	5
10.433	2	0.38243	0.2495	-0.0897	5
10.499	2	0.37834	0.2458	-0.08968	5
10.564	2.29	0.37618	0.24225	-0.08934	5
10.63	2	0.37641	0.24218	-0.08899	5
10.696	2	0.37896	0.24441	-0.08877	5
10.761	2.29	0.3826	0.24823	-0.08829	5
10.827	2	0.38334	0.25327	-0.08771	5
10.892	2.29	0.38617	0.25718	-0.08749	5
10.958	2	0.39002	0.263	-0.08722	5
11.024	2.29	0.39352	0.26981	-0.08694	5
11.089	2	0.39549	0.27682	-0.0869	5
11.155	2.29	0.39614	0.28074	-0.087	5
11.22	2	0.39494	0.27556	-0.08692	5
11.286	2.29	0.39279	0.27121	-0.0873	5
11.352	2	0.3909	0.26737	-0.08749	5
11.417	2	0.38943	0.26081	-0.08756	5
11.483	2.29	0.38778	0.25474	-0.08746	5
11.549	2	0.38626	0.24445	-0.08727	5
11.614	2.29	0.38499	0.23802	-0.08728	5
11.68	2	0.38333	0.23518	-0.08721	5
11.745	2.29	0.38252	0.23367	-0.08676	5
11.811	2	0.38261	0.23199	-0.0865	5
11.877	2	0.38306	0.22898	-0.086	5
11.942	2.29	0.38426	0.22691	-0.08565	5
12.008	2	0.38419	0.22634	-0.08524	5
12.073	2	0.38441	0.23014	-0.08496	5
12.139	2.29	0.38519	0.23301	-0.08454	5
12.205	2	0.38499	0.23259	-0.08411	5
12.27	2.29	0.38515	0.23128	-0.08363	5
12.336	2	0.39276	0.23437	-0.08247	5
12.402	2	0.40379	0.23701	-0.08168	5
12.467	2.29	0.40395	0.23895	-0.08186	4
12.533	2	0.3961	0.2427	-0.08209	4
12.598	2.29	0.39378	0.2464	-0.08165	5
12.664	2	0.39447	0.24944	-0.08059	4
12.73	2	0.39433	0.25475	-0.07959	4
12.795	2.29	0.39327	0.25853	-0.07905	4
12.861	0.2	0.39303	0.24398	-0.07901	4
12.927	2.29	0.39538	0.23877	-0.07869	4
12.992	2	0.40537	0.23589	-0.07841	4
13.058	2	0.41698	0.22869	-0.07885	4
13.123	2.29	0.42378	0.22968	-0.07998	4
13.189	2	0.43267	0.23692	-0.08117	4
13.255	2	0.42547	0.23923	-0.0846	4
13.32	2.29	0.41478	0.23951	-0.08621	5
13.386	2	0.40498	0.23921	-0.08646	5
13.451	2.25	0.39759	0.24012	-0.08581	5
13.517	2	0.3932	0.23984	-0.08483	5
13.583	2.29	0.39144	0.23783	-0.08367	5
13.648	2	0.3899	0.23492	-0.08255	5
13.714	2	0.38894	0.23462	-0.08119	5
13.78	2.29	0.38868	0.23615	-0.08011	5
13.845	2	0.38863	0.23728	-0.07905	5
13.911	2	0.38849	0.23817	-0.07822	5
13.976	2.29	0.38757	0.23879	-0.07728	5
14.042	2	0.38688	0.23977	-0.07648	5
14.108	2.29	0.38701	0.23994	-0.07588	4
14.173	2	0.38721	0.23957	-0.07538	4
14.239	2.29	0.38699	0.23928	-0.0745	4
14.304	2	0.38687	0.24032	-0.07393	4
14.37	2.29	0.38648	0.24049	-0.07326	4
14.436	2	0.38613	0.24188	-0.07271	5
14.501	2.29	0.38514	0.24137	-0.07222	5
14.567	2	0.38414	0.23951	-0.0718	5
14.633	2	0.38278	0.23809	-0.07118	5
14.698	2.29	0.38239	0.23674	-0.071	5
14.764	2	0.38275	0.23614	-0.07032	5
14.829	2.29	0.38295	0.23434	-0.06964	5
14.895	2	0.38308	0.23284	-0.0689	5
14.961	2.29	0.38365	0.23364	-0.06839	5
15.026	2	0.3844	0.2346	-0.06782	5
15.092	2	0.3844	0.23625	-0.06721	5
15.157	2.29	0.38349	0.23696	-0.06646	5
15.223	2	0.38334	0.23798	-0.06574	5
15.289	2	0.38388	0.23687	-0.06531	5
15.354	2.29	0.38435	0.23393	-0.06467	5
15.42	2	0.38329	0.23226	-0.06399	5
15.486	2.29	0.38302	0.23277	-0.06352	5
15.551	2	0.38401	0.23444	-0.06303	5
15.617	2.29	0.38407	0.23624	-0.06226	5
15.682	2	0.38446	0.2393	-0.06139	5
15.748	2	0.38413	0.24088	-0.06085	5
15.814	2.29	0.38371	0.24208	-0.06086	5
15.879	2	0.38397	0.23994	-0.06015	5
15.945	2	0.38453	0.23762	-0.05964	5
16.01	2.29	0.38476	0.23503	-0.05924	5
16.076	0.2	0.38449	0.2257	-0.05876	5
16.142	2.29	0.38424	0.22775	-0.05838	5
16.207	2	0.38463	0.23204	-0.0576	5
16.273	1.14	0.38467	0.23343	-0.05666	5
16.339	2	0.38414	0.23477	-0.05577	5
16.404	2.29	0.38427	0.23633	-0.04883	5
16.47	2	0.3837	0.23793	-0.04798	5
16.535	2	0.38317	0.23991	-0.04765	5
16.601	2.29	0.38272	0.23935	-0.04589	5
16.667	2	0.38234	0.23919	-0.04611	5
16.732	2	0.38193	0.2372	-0.04586	5
16.798	2.29	0.38132	0.23395	-0.04609	5
16.864	2	0.38036	0.23008	-0.04651	5
16.929	2	0.37986	0.22615	-0.04656	5
16.995	2.29	0.37932	0.22453	-0.04662	5
17.06	2	0.37958	0.22695	-0.04631	5
17.126	2	0.37967	0.22699	-0.04569	5
17.192	2.29	0.3806	0.22153	-0.0447	5
17.257	2	0.38335	0.22105	-0.04351	5
17.323	2.25	0.38912	0.21935	-0.04294	5
17.388	1.97	0.39407	0.21805	-0.04419	5
17.454	2	0.39188	0.21767	-0.04752	5
17.52	2.29	0.38698	0.21799	-0.04831	5
17.585	2	0.38279	0.2199	-0.04783	5
17.651	2.29	0.38033	0.2211	-0.04714	5
17.717	2	0.37972	0.22127	-0.0451	5
17.782	2.29	0.38031	0.22298	-0.04364	5
17.848	2	0.38057	0.22465	-0.04264	5
17.913	2	0.38048	0.2258	-0.04165	5
17.979	2.29	0.37986	0.22755	-0.04077	5
18.045	2	0.37997	0.22901	-0.03956	5
18.11	2.29	0.38067	0.22943	-0.03874	5
18.176	2	0.38165	0.22926	-0.0379	5
18.241	2	0.38213	0.23015	-0.03727	5
18.307	2.29	0.38203	0.23117	-0.03679	1
18.373	2	0.38134	0.23278	-0.03634	1
18.438	2.29	0.38073	0.23378	-0.03562	1
18.504	2	0.38054	0.23504	-0.03486	1
18.57	2	0.38069	0.23598	-0.03431	1
18.635	2	0.3808	0.23756	-0.03415	1
18.701	2.29	0.38035	0.23954	-0.03419	1
18.766	2	0.37994	0.24024	-0.03444	1
18.832	2.29	0.38008	0.23992	-0.03529	1
18.898	2	0.38025	0.23933	-0.03545	1
18.963	2	0.38092	0.23934	-0.03563	1
19.029	2.29	0.38104	0.2398	-0.03606	5
19.094	2	0.38143	0.2388	-0.03576	5
19.16	2	0.38145	0.23754	-0.03518	5
19.226	2.29	0.38111	0.23671	-0.0349	5
19.291	2	0.38004	0.23697	-0.03494	5
19.357	2	0.37914	0.23654	-0.03469	5
19.423	2.29	0.37859	0.23504	-0.03435	1
19.488	0.18	0.37841	0.23068	-0.03442	1
19.554	2.29	0.37834	0.2306	-0.03428	1
19.619	2	0.37799	0.23125	-0.03431	1
19.685	2	0.37785	0.23196	-0.03398	1
19.751	2.29	0.3779	0.23174	-0.03351	1
19.816	2	0.37846	0.23314	-0.03229	1
19.882	2	0.37913	0.23354	-0.03112	1
19.948	2.29	0.37953	0.23301	-0.03057	1
20.013	2	0.37998	0.2319	-0.02995	1
20.079	2.29	0.38039	0.22929	-0.02967	1
20.144	2	0.37997	0.22839	-0.02944	1
20.21	2	0.37918	0.22794	-0.02905	1
20.276	2.29	0.37932	0.22665	-0.02838	1
20.341	2	0.37913	0.22573	-0.02725	1
20.407	2	0.37898	0.22509	-0.02652	1
20.472	2.29	0.37889	0.22375	-0.02591	1
20.538	2	0.37937	0.22502	-0.02508	1
20.604	2	0.3794	0.22543	-0.02482	1
20.669	2.29	0.37955	0.22721	-0.02377	1
20.735	2	0.37946	0.22961	-0.02284	1
20.801	2.29	0.3789	0.23042	-0.02184	1
20.866	2	0.37879	0.23204	-0.02082	1
20.932	2.29	0.37885	0.23217	-0.02015	1
20.997	2	0.37913	0.23156	-0.01973	1
21.063	2.29	0.37908	0.23175	-0.01968	1
21.129	2	0.37909	0.23113	-0.0193	1
21.194	2	0.37871	0.23181	-0.01881	1
21.26	2.25	0.37892	0.23352	-0.01789	1
21.325	2	0.37959	0.22909	-0.01697	1
21.391	2.29	0.38042	0.22655	-0.01645	1
21.457	2	0.38204	0.22338	-0.01603	1
21.522	2.29	0.38372	0.22197	-0.01594	1
21.588	2	0.38301	0.21881	-0.01566	1
21.654	2.29	0.38169	0.21963	-0.01493	1
21.719	2	0.38175	0.22464	-0.01405	1
21.785	2	0.38187	0.2269	-0.0129	1
21.85	2.29	0.38231	0.22428	-0.01147	1
21.916	2	0.38418	0.22186	-0.0092	1
21.982	2	0.38563	0.21988	-0.00864	1
22.047	2.29	0.38765	0.22012	-0.00991	1
22.113	2	0.38688	0.22235	-0.01093	1
22.178	2.29	0.38303	0.2282	-0.01122	1
22.244	2	0.3802	0.23111	-0.00941	1
22.31	2	0.38065	0.22231	-0.00705	1
22.375	2.29	0.38381	0.21914	-0.00461	1
22.441	2	0.40456	0.22321	-0.00183	1
22.507	2	0.42914	0.23144	-0.00407	1
22.572	2.29	0.43115	0.23475	-0.03572	5
22.638	0.17	0.41588	0.23959	-0.03979	5
22.703	2.29	0.407	0.24453	-0.03772	5
22.769	2	0.40553	0.2433	-0.03312	5
22.835	2.29	0.40492	0.24513	-0.03408	5
22.9	2	0.39925	0.25045	-0.03937	5
22.966	2.29	0.40116	0.25004	-0.03117	5
23.031	2	0.40279	0.24628	-0.03751	5
23.097	2	0.39424	0.2402	-0.04005	5
23.163	2.29	0.38774	0.2368	-0.03913	5
23.228	2	0.38329	0.2358	-0.03789	5
23.294	2	0.38193	0.22605	-0.03635	5
23.36	2.29	0.38309	0.22106	-0.03389	5
23.425	2	0.38321	0.22002	-0.03172	5
23.491	2.29	0.38166	0.21973	-0.02974	5
23.556	2	0.37989	0.22034	-0.02795	5
23.622	2	0.37873	0.22133	-0.02517	5
23.688	2.29	0.37824	0.22429	-0.02219	1
23.753	2	0.37883	0.22817	-0.01902	1
23.819	2	0.38062	0.23132	-0.01596	1
23.885	2.29	0.38328	0.23125	-0.01229	1
23.95	2	0.38974	0.22915	-0.00923	1
24.016	2.29	0.40212	0.22813	-0.00686	1
24.081	2	0.4121	0.22152	-0.0115	1
24.147	2.29	0.41279	0.22335	-0.02431	5
24.213	2	0.41136	0.21901	-0.02828	5
24.278	2	0.40523	0.22261	-0.02999	5
24.344	2.29	0.39812	0.22468	-0.03002	5
24.409	2	0.38962	0.22817	-0.02778	5
24.475	2.29	0.38723	0.23005	-0.02544	5
24.541	2	0.38485	0.23105	-0.02272	5
24.606	2.29	0.38221	0.23255	-0.02627	5
24.672	2	0.38169	0.23523	-0.02329	5
24.738	2.29	0.38129	0.2335	-0.02045	5
24.803	2	0.38073	0.23243	-0.01837	1
24.869	2	0.38024	0.22991	-0.01579	1
24.934	2.29	0.38386	0.22481	-0.01345	1
25	2	0.39758	0.22549	-0.01061	1
25.066	2	0.40962	0.22908	-0.00972	1
25.131	2.24	0.41063	0.23515	-0.02269	5
25.197	2	0.39962	0.23586	-0.02466	5
25.262	2.29	0.39165	0.23623	-0.02193	5
25.328	2	0.3889	0.23575	-0.017	5
25.394	2	0.39436	0.23425	-0.01197	1
25.459	2.29	0.39591	0.2326	-0.0085	1
25.525	2	0.39113	0.23227	-0.00801	1
25.591	2	0.38675	0.23869	-0.0068	1
25.656	2.29	0.39143	0.24346	-0.00267	1
25.722	2	0.40709	0.24341	0.00079	1
25.787	2.29	0.41141	0.24349	-0.00179	1
25.853	0.18	0.40288	0.23578	-0.01779	5
25.919	2.29	0.39374	0.24076	-0.01878	5
25.984	2	0.38871	0.24035	-0.01814	5
26.05	2.29	0.38585	0.23743	-0.01481	5
26.115	2	0.38435	0.23697	-0.01055	1
26.181	2	0.37995	0.23865	0.01391	1
26.247	2.29	0.38552	0.23527	0.01578	1
26.312	2	0.38937	0.2307	0.01855	1
26.378	2	0.39569	0.23103	0.02092	1
26.444	2.29	0.40101	0.22903	0.01931	1
26.509	2	0.40182	0.23077	0.01273	1
26.575	2.29	0.39664	0.23149	0.00795	1
26.64	2	0.39061	0.23196	0.00497	1
26.706	2	0.38678	0.23185	0.00536	1
26.772	2.29	0.38569	0.23028	0.00788	1
26.837	2	0.38492	0.22532	0.00946	1
26.903	2	0.38398	0.22634	0.01107	1
26.969	2.29	0.38386	0.22778	0.01332	1
27.034	2	0.38381	0.22893	0.01587	1
27.1	2.29	0.38374	0.23032	0.01763	1
27.165	2	0.38323	0.23236	0.01917	1
27.231	2.29	0.38279	0.23535	0.01912	1
27.297	2	0.38309	0.23865	0.01969	1
27.362	2.29	0.38486	0.23788	0.02174	1
27.428	2	0.3898	0.23188	0.02315	1
27.493	2	0.39633	0.22501	0.02339	1
27.559	2.29	0.39826	0.22271	0.01757	1
27.625	2	0.39135	0.22138	0.00372	1
27.69	2	0.3858	0.22224	0.00235	1
27.756	2.29	0.38215	0.22293	0.00535	1
27.822	2	0.38141	0.22196	0.01009	1
27.887	2.29	0.38119	0.22146	0.01381	1
27.953	2	0.38122	0.22263	0.01752	1
28.018	2.29	0.3817	0.22435	0.0206	1
28.084	2	0.3821	0.22592	0.02337	1
28.15	2	0.38213	0.22778	0.02705	1
28.215	2.29	0.3821	0.22892	0.02979	1
28.281	2	0.38228	0.22973	0.03273	1
28.346	2	0.38254	0.22985	0.03494	1
28.412	2.29	0.38248	0.23005	0.03699	1
28.478	2	0.38275	0.23016	0.03862	1
28.543	2.29	0.38297	0.23034	0.03998	1
28.609	2	0.38293	0.23084	0.04189	1
28.675	2	0.38283	0.23061	0.04344	1
28.74	2.29	0.38257	0.23085	0.04483	1
28.806	2	0.38248	0.23072	0.04664	1
28.871	2	0.38265	0.23036	0.04809	1
28.937	2.29	0.38266	0.23059	0.04951	1
29.003	1.94	0.38298	0.23082	0.05051	1
29.068	0.17	0.38302	0.23196	0.05136	1
29.134	2	0.38283	0.23232	0.05338	1
29.199	2	0.38299	0.23229	0.05434	2
29.265	2.29	0.38281	0.2323	0.05552	2
29.331	2	0.38272	0.2326	0.05611	2
29.396	2	0.38309	0.23311	0.05515	2
29.462	2.29	0.38333	0.23355	0.05825	2
29.528	2	0.38345	0.23372	0.06021	2
29.593	2.29	0.3839	0.23382	0.06246	2
29.659	2	0.38443	0.23409	0.06488	2
29.724	2	0.38488	0.23648	0.06761	2
29.79	2.24	0.38542	0.23492	0.06951	2
29.856	2	0.38558	0.24838	0.0724	2
29.921	2.29	0.38633	0.25215	0.07436	2
29.987	2	0.38872	0.2533	0.07837	2
30.052	2	0.40408	0.25358	0.08227	2
30.118	2	0.41103	0.25559	0.07503	1
30.184	2.29	0.38934	0.25866	0.06469	1
30.249	2	0.39055	0.2602	0.06765	1
30.315	2.29	0.39706	0.24903	0.07192	1
30.381	2	0.4004	0.25216	0.07347	1
30.446	2.29	0.39803	0.25291	0.08064	1
30.512	2	0.3962	0.25378	0.08992	1
30.577	2.29	0.39748	0.26098	0.08677	1
30.643	2	0.40173	0.25891	0.08366	1
30.709	2	0.40729	0.25728	0.06698	1
30.774	2.29	0.40796	0.25604	0.01272	1
30.84	2	0.39959	0.25648	-0.01335	5
30.906	2	0.39207	0.25692	-0.00972	5
30.971	2.29	0.3897	0.25663	-0.00037	5
31.037	2	0.3885	0.24866	0.00645	1
31.102	2.29	0.38791	0.24777	0.01156	1
31.168	2	0.38767	0.24656	0.01444	1
31.234	2.29	0.38794	0.24535	0.01767	1
31.299	2	0.38763	0.24236	0.0213	1
31.365	2	0.38504	0.23919	0.0244	1
31.43	2	0.38274	0.239	0.02626	1
31.496	2.29	0.38283	0.24025	0.02815	1
31.562	2	0.3834	0.23963	0.03048	1
31.627	2.29	0.38406	0.23991	0.03297	1
31.693	2	0.38494	0.24047	0.03489	1
31.759	2	0.3852	0.24214	0.03516	1
31.824	2.29	0.38492	0.24406	0.03633	1
31.89	2	0.38463	0.24539	0.03803	1
31.955	0.89	0.38444	0.24747	0.04018	1
32.021	2	0.38496	0.24948	0.04145	1
32.087	2.29	0.38585	0.25114	0.04142	1
32.152	2	0.38658	0.25261	0.0419	1
32.218	2	0.38736	0.25209	0.04277	1
32.283	2.29	0.38936	0.25182	0.04406	1
32.349	2	0.391	0.25102	0.04203	1
32.415	2	0.39137	0.25133	0.07319	1
32.48	2.29	0.38903	0.25069	0.07589	1
32.546	2	0.38898	0.2513	0.0648	1
32.612	0.18	0.3892	0.25375	0.07164	1
32.677	2	0.3894	0.25461	0.06359	1
32.743	2.29	0.38906	0.2563	0.0603	1
32.808	2	0.38943	0.25706	0.05457	1
32.874	2.29	0.38958	0.25743	0.04796	1
32.94	2	0.38922	0.2584	0.03977	1
33.005	2	0.38915	0.25886	0.03702	1
33.071	2.29	0.38866	0.25955	0.03625	1
33.136	2	0.38808	0.25969	0.03583	1
33.202	2	0.3878	0.2587	0.03441	1
33.268	2.29	0.38674	0.25632	0.03349	1
33.333	2	0.38584	0.25287	0.03058	1
33.399	2.29	0.38453	0.24841	0.02839	1
33.465	2	0.38282	0.24376	0.0268	1
33.53	2	0.38139	0.23966	0.02747	1
33.596	2	0.38094	0.23746	0.02819	1
33.661	2.29	0.38122	0.23722	0.03208	1
33.727	2	0.38244	0.23989	0.03666	1
33.793	2.29	0.38471	0.24334	0.04025	1
33.858	2	0.38642	0.24874	0.04396	1
33.924	2.29	0.38782	0.25216	0.0472	1
33.99	2	0.38868	0.25334	0.04471	1
34.055	2.29	0.38946	0.25462	0.04369	1
34.121	2	0.38986	0.25655	0.04269	1
34.186	2	0.39019	0.25639	0.04391	1
34.252	2.29	0.38994	0.25543	0.04519	1
34.318	2	0.39023	0.25431	0.04687	1
34.383	2	0.39015	0.25366	0.04766	1
34.449	2.29	0.38982	0.25515	0.04834	1
34.514	2	0.38952	0.25532	0.04985	1
34.58	2.29	0.38919	0.25509	0.04961	1
34.646	2	0.38938	0.2548	0.05124	1
34.711	2.29	0.38972	0.25398	0.04999	1
34.777	1.97	0.38936	0.25352	0.04942	1
34.843	2	0.38902	0.25279	0.04776	1
34.908	2.29	0.3887	0.25231	0.04518	1
34.974	2	0.3878	0.25155	0.04388	1
35.039	2	0.3869	0.25127	0.04398	1
35.105	2.29	0.38709	0.2518	0.04327	1
35.171	2	0.38759	0.25277	0.04436	1
35.236	2.29	0.38777	0.2535	0.04477	1
35.302	2	0.3889	0.25474	0.0459	1
35.367	2	0.3894	0.25464	0.04495	1
35.433	2.29	0.38941	0.2555	0.04536	1
35.499	2	0.38926	0.25567	0.04479	1
35.564	2	0.38875	0.25567	0.04676	1
35.63	2.29	0.38875	0.25609	0.04615	1
35.696	2	0.38894	0.2565	0.04455	1
35.761	2.29	0.38951	0.25665	0.04403	1
35.827	0.2	0.38994	0.25608	0.04388	1
35.892	2	0.3902	0.25596	0.04324	1
35.958	2	0.3903	0.2564	0.04232	1
36.024	2.24	0.39121	0.25236	0.03993	1
36.089	2	0.39279	0.24968	0.03815	1
36.155	2.29	0.39988	0.24888	0.03087	1
36.22	2	0.39977	0.24319	0.02404	1
36.286	2	0.39677	0.2371	0.0293	1
36.352	2.29	0.39963	0.23518	0.03279	1
36.417	2	0.40348	0.23777	0.03708	1
36.483	2	0.40107	0.23759	0.03811	1
36.549	2.29	0.39665	0.24064	0.04037	1
36.614	2	0.39455	0.24362	0.04384	1
36.68	2	0.39525	0.24525	0.04636	1
36.745	2.29	0.38764	0.24672	0.05511	1
36.811	2	0.38642	0.24863	0.05531	1
36.877	2	0.38666	0.24621	0.05388	1
36.942	2.29	0.38689	0.24619	0.05545	1
37.008	2	0.38722	0.2461	0.0577	1
37.073	2.29	0.38738	0.24727	0.06021	1
37.139	2	0.38731	0.24816	0.06113	1
37.205	2.29	0.38662	0.24882	0.05829	1
37.27	2	0.38625	0.24843	0.05796	1
37.336	2	0.38612	0.24709	0.05638	1
37.402	2.29	0.38628	0.24644	0.05635	1
